行政區,機構名稱,地址,電話,分機,手機,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
63000060,臺灣銀行(延平分行),臺北市大同區南京西路406號,(02)25522859,轉313,,週一至週五 08:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,通知保健室護理師，由專人協助帶領
63000060,臺灣銀行(民權分行),臺北市大同區承德路2段239號,(02)25530121,轉214,,週一至週五 09:00~15:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市立大同幼兒園,臺北市大同區南京西路8號,(02)25595901,,,週一至週五 08:00-16:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北當代藝術館,臺北市大同區長安西路39號,(02)25523721,轉233,,週二至週日 10:00-18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北大眾捷運股份有限公司-民權西路站,臺北市大同區民權西路72號,(02)21812345,,,週一至週日 06:00~24:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市立圖書館蘭州民眾閱覽室,臺北市大同區昌吉街57號,(02)25981387,,,"1.週二至週六 08:30~21:00
2.週日至週一 09:00~17:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市立圖書館延平分館,臺北市大同區保安街47號,(02)25528534,,,"1.週日、週一 09:00-17:00
2.週二至週六 08:30-21:30(除國定假日及每個月第一個禮拜四休館日)",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市立圖書館大同分館,臺北市大同區重慶北路3段318號,(02)25943236,,,"1.週日、週一 09:00-17:00
2.週二至週六 08:30-21:30(除國定假日及每個月第一個禮拜四休館日)",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市立圖書館建成分館,臺北市大同區民生西路198之20號,(02)25582320,,,"1.週日、週一 09:00-17:00
2.週二至週六 08:30-21:30(除國定假日及每個月第一個禮拜四休館日)",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000060,臺北大眾捷運股份有限公司-大橋頭站,臺北市大同區民權西路223號,(02)21812345,,,週一至週日 06:30~24:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000060,臺北市大同親子館,臺北市大同區涼州街2之16號,(02)25571403,轉12,,"1.週二至週五 09:30-11:30；14:00-16:00
2.週六至週日 09:30-10:30；13:00-14:00 ；15:30-16:30",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市政府消防局第四救災救護大隊大同分隊,臺北市大同區重慶北路2段223號,(02)25577233,,,每日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市兒童發展評估療育中心,臺北市大同區鄭州路145號,(02)25553000,轉2879,,週一至週五 08:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,衛生福利部國民健康署,臺北市大同區塔城街36號,(02)25220808,,,週一至週五 08:00-17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北大眾捷運股份有限公司-中山站,臺北市大同區南京西路55號,(02)21812345,,,週一至週日 06:00~24:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市大同運動中心,臺北市大同區大龍街51號,(02)25920055,轉701,,週一至週日 06:00-22:00 ,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,台北君品國際大酒店,臺北市大同區承德路1段3號,(02)21819950,轉3012,,每日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,三德觀光大飯店股份有限公司,臺北市大同區承德路3段49號,(02)25963121,#7400,,週一至週五 09:00-21:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,臺北市政府警察局刑事警察大隊,臺北市大同區重慶北路2段219號,(02)23817292,,,每日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,國立臺灣博物館鐵道部園區,臺北市大同區延平北路1段2號,(02)23822669,轉5344,,週一至週日 08:00~17:00,兒童晨間,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,國立臺灣博物館鐵道部園區,臺北市大同區延平北路1段2號,(02)23822669,轉5344,,週一至週日 08:00~17:00,廳宿,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,國立臺灣博物館鐵道部園區,臺北市大同區延平北路1段2號,(02)23822669,轉5344,,週一至週日 08:00~17:00,20號建物,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000060,台灣新文化運動館,臺北市大同區寧夏路87號,(02)25570087,轉206,,週二至週日 09:30~17:30          ,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,至服務台登記，由專人協助帶領及開門
63000070,臺北市大同士林婦女支持培力中心,臺北市大同區迪化街1段21號,(02)25580170,轉11,,週二至週六 09:00~18:00          ,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市大同區大稻埕遊客中心,臺北市大同區迪化街44號,(02)27208889,轉3335,,周一至周日 09:30-17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市萬華區公所,臺北市萬華區和平西路3段120號,(02)23064468,轉304,,週一至週五08:30~17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市萬華區戶政事務所,臺北市萬華區和平西路3段120號,(02)23062706,轉5303,,週一至週五08:30~17:30,服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請先與1樓服務台人員領取鑰匙
2.請自行前往哺乳室並登記 ，請使用人員遵守規範並共同維護環境清潔"
63000070,財政部臺北國稅局萬華稽徵所,臺北市萬華區萬大路1號,(02)23042270,轉505,,"週一至週五08:30~12:30
13:30~17:30",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.需先向櫃臺登記並拿取鑰匙
2.經政府公告之放假日及每月第一個星期四為休館日"
63000070,財政部臺北市國稅局,臺北市萬華區中華路1段2號,(02)23113711,轉2736,,週一至週五08:00~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請洽服務台，由專人協助前往開門
2.請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市立圖書館萬華分館,臺北市萬華區東園街19號,(02)23391056,,,"週一及週日09:00~17:00
週二至週六08:30~21:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,"1.新大樓3樓婦產科門診旁
2.請先告知櫃臺人員
3.請使用人員遵守規範並共同維護環境清潔"
63000070,交通部臺灣鐵路管理局臺北運務段萬華站,臺北市萬華區康定路382號,(02)23020481,,,"週一至週日
06:00-22:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.請洽服務台，由專人協助前往開門
2.請使用人員遵守規範並共同維護環境清潔"
63000070,國立臺灣大學醫學院附設醫院北護分院,臺北市萬華區內江街87號,(02)23717101,轉218349,,"週一至週五08:00~17:30
18:00~21:00",婦產科門診旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請先告知櫃臺人員                                          
2.請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市立聯合醫院林森院區中醫門診中心,臺北市萬華區昆明街100號,(02)23887088,轉3913,,"週一至週五
09:00~17:00
週六09:00~12:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,"1.先洽校護領取鑰匙
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市政府民政局新移民會館（萬華區）,臺北市萬華區長沙街2段171號,(02)23701046,轉65,,週二至週日09:00~17:00,櫃台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先洽校護領取鑰匙
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市私立國興非營利幼兒園(臺北市政府委託財團法人海棠文教基金會辦理),臺北市萬華區國興路46號,(02)23037771,,,週一至週五07:30~18:00,資源室隔壁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先洽校護領取鑰匙
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市立萬華幼兒園,臺北市萬華區梧州街36號,(02)23020936,轉14,,"週一至週五
08:00~17:00",健康中心內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔
63000070,臺北市立南海實驗幼兒園,臺北市萬華區西藏路424號,(02)23022984,轉36,,週一至週五08:00~17:00,健康中心內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先與管理人員登記並由管理員協助開門
2.請使用人員遵守規範共同維護環境清潔
3.經政府公告之放假日及每月第一個星期四為休館日"
63000070,家樂福股份有限公司台北桂林分公司,臺北市萬華區桂林路1號,"(02)23889887
",轉850,935447734,週一至週日08:00~22:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先與管理人員登記並由管理員協助開門
2.請使用人員遵守規範共同維護環境清潔
3.經政府公告之放假日及每月第一個星期四為休館日"
63000070,臺北市立圖書館東園分館,臺北市萬華區東園街199號,(02)23070460,,,"週一及週日09:00~17:00
週二至週六08:30~21:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.先洽1樓櫃台服務人員登記並專人陪同至5樓哺集乳室
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市立圖書館西園分館,臺北市萬華區興寧街6號,(02)23069046,轉9,,"週一及週日09:00~17:00
週二至週六08:30~21:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,中華郵政股份有限公司台北莒光郵局,臺北市萬華區莒光路210號,(02)23024649,轉10或223024649,,"週一及週五08:30~17:30
週六09:00~12:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市萬華運動中心,臺北市萬華區西寧南路6之1號,(02)23759900,轉616,,週一至週日06:00~22:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.請自行前往哺乳室並登記
2.請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市立聯合醫院附設萬華門診部,臺北市萬華區東園街152號,"(02)23395383
",,,"週一至週五08:00~11:00
13:00~16:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.逢週一休館
2.請先洽1樓服務臺人員登記，並由專人帶領至哺集乳室
3.請使用人員遵守規範並共同維護環境清潔"
63000070,西園29服飾創作基地,臺北市萬華區西園路2段9號,(02)23367599,轉10,,"週一至週五
13:30~17:00",樓梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.4樓廁所旁
2.先與管理人員登記並開門，請使用人員遵守規範共同維護環境清潔
3.經政府公告之放假日及每月第一個星期四為休館日"
63000070,"西門紅樓
(財團法人台北市文化基金會)",臺北市萬華區成都路10號,(02)23119380,轉57,,週二至週日11:00~20:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.先與管理人員登記並開門，請使用人員遵守規範共同維護環境清潔
3.經政府公告之放假日及每月第一個星期四為休館日"
63000070,臺北市立圖書館柳?民眾閱覽室,臺北市萬華區環河南路2段102號,(02)23080586,,,週一至週日09:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔
63000070,臺北市立圖書館龍山分館,臺北市萬華區桂林路6號,(02)23311497,,,"週一及週日09:00~17:00
週二至週六08:30~21:00",圖書館內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請自行前往哺乳室並登記
2.請使用人員遵守規範並共同維護環境清潔"
63000070,臺灣銀行龍山分行,臺北市萬華區康定路380號,(02)23088111,轉326,,週一至週五09:00~15:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請自行前往哺乳室並登記
2.請使用人員遵守規範並共同維護環境清潔"
63000070,臺北市建成地政事務所,臺北市萬華區和平西路3段120號,(02)23062122,轉405,,週一至週五08:30~17:00,地籍資料庫右側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,"1.請自行前往哺乳室並登記
2.請使用人員遵守規範並共同維護環境清潔"
63000070,龍山寺地下街商場,臺北市萬華區西園路1段145號,(02)23065988,轉1,,週一至週日11:00~20:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先與管理人員登記並由管理員協助開門
2.請使用人員遵守規範共同維護環境清潔"
63000070,龍山文創基地,臺北市萬華區西園路1段145號,(02)23065988,轉26,,週二至週日11:00~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔
63000070,臺北市畜產運銷股份有限公司,臺北市萬華區環河南路2段338號,"(02)23055115
",轉15,988004164,週一至週五08:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔
63000070,臺北市政府社會局龍山老人服務暨日間照顧中心,臺北市萬華區梧州街36號,(02)23361881,,,週一至週五08:30~17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先與管理人員登記並由管理員協助開門
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市文化基金會剝皮寮歷史街區,臺北市萬華區廣州街141號,(02)23023199,轉31,,週二至週日09:00~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.平時無上鎖
2.請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔"
63000070,龍山商場,臺北市萬華區和平西路3段120號,(02)23369877,,,週一至週五11:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.需先向櫃臺登記並拿取鑰匙
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市萬華親子館,臺北市萬華區水源路199號,(02)23047468,,,週二至週日09:30~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,"1.需先告知警衛
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市立文獻館(臺北市政府文化局),臺北市萬華區中華路1段174之1號,(02)23115355,轉13,,"週一至週五
10:00~17:00
週六、週日
13:00~17:00",本堂臺基南側入口,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,"1.需先向櫃臺登記並拿取鑰匙
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北製糖所文化園區,臺北市萬華區大理街132-10號,(02)23067975,分機3548,,"週二至週日
10:00-16:30",A倉入口左側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.先告知值班台                       
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市青年公園高爾夫球練習場,臺北市萬華區國興路5號,(02)23014409,,,週一至週日08:30~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.需先向櫃臺登記並拿取鑰匙                   
2.請使用人員遵守規範共同維護環境清潔"
63000070,臺北市政府警察局萬華分局,臺北市萬華區桂林路135號,(02)23317410,,,週一至週日08:30~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,"1.需先向管理室登記並拿取鑰匙                   
2.請使用人員遵守規範共同維護環境清潔"
63000080,豪景大酒店股份有限公司,臺北市萬華區環河南路1段77號,(02)23113131,,,24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000080,萬華車站地下停車場(好停企業有限公司),臺北市萬華康定路382號,(02)23020127,,,24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000080,臺北市文山區健康服務中心,臺北市文山區木柵路3段220號,(02)22343501,轉6852,,"週一至週五
8:30-17:30",1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,欲使用請洽總務司
63000080,考試院,臺北市文山區試院路1號,(02)82366188,轉6186,,"週一至週五
8:30-17:30"," 1樓
(總務科內)",靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000080,銓敘部,臺北市文山區試院路1之2號,(02)82366772,,,"週一至週五
8:30-17:30","詮衡樓
1樓",靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
